line_id,timestamp,level
10,2025-02-01 02:15:00,93.8
11,2025-02-01 02:15:00,94.2
12,2025-02-01 02:15:00,79.94
13,2025-02-01 02:15:00,98.67
14,2025-02-01 02:15:00,72.6
15,2025-02-01 02:15:00,95.29
16,2025-02-01 02:15:00,94.39
17,2025-02-01 02:15:00,86.46
18,2025-02-01 02:15:00,81.36
19,2025-02-01 02:15:00,94.82
20,2025-02-01 02:15:00,96.07
1,2025-02-01 02:30:00,88.79
2,2025-02-01 02:30:00,78.37
3,2025-02-01 02:30:00,92.2
4,2025-02-01 02:30:00,96.81
5,2025-02-01 02:30:00,82.64
6,2025-02-01 02:30:00,76.55
7,2025-02-01 02:30:00,70.77
8,2025-02-01 02:30:00,89.4
9,2025-02-01 02:30:00,77.02
10,2025-02-01 02:30:00,93.75
11,2025-02-01 02:30:00,94.23
12,2025-02-01 02:30:00,80.02
13,2025-02-01 02:30:00,98.72
14,2025-02-01 02:30:00,72.67
15,2025-02-01 02:30:00,95.38
16,2025-02-01 02:30:00,94.43
17,2025-02-01 02:30:00,86.48
18,2025-02-01 02:30:00,81.32
19,2025-02-01 02:30:00,94.87
20,2025-02-01 02:30:00,96.0
1,2025-02-01 02:45:00,88.76
2,2025-02-01 02:45:00,78.28
3,2025-02-01 02:45:00,92.24
4,2025-02-01 02:45:00,96.91
5,2025-02-01 02:45:00,82.57
6,2025-02-01 02:45:00,76.46
7,2025-02-01 02:45:00,70.85
8,2025-02-01 02:45:00,89.43
9,2025-02-01 02:45:00,77.04
10,2025-02-01 02:45:00,93.74
11,2025-02-01 02:45:00,94.31
12,2025-02-01 02:45:00,79.94
13,2025-02-01 02:45:00,98.73
14,2025-02-01 02:45:00,72.7
15,2025-02-01 02:45:00,95.35
16,2025-02-01 02:45:00,94.41
17,2025-02-01 02:45:00,86.45
18,2025-02-01 02:45:00,81.28
19,2025-02-01 02:45:00,94.85
20,2025-02-01 02:45:00,96.07
1,2025-02-01 03:00:00,88.7
2,2025-02-01 03:00:00,78.31
3,2025-02-01 03:00:00,92.3
4,2025-02-01 03:00:00,97.01
5,2025-02-01 03:00:00,82.51
6,2025-02-01 03:00:00,76.45
7,2025-02-01 03:00:00,70.84
8,2025-02-01 03:00:00,89.49
9,2025-02-01 03:00:00,77.13
10,2025-02-01 03:00:00,93.65
11,2025-02-01 03:00:00,94.24
12,2025-02-01 03:00:00,79.9
13,2025-02-01 03:00:00,98.71
14,2025-02-01 03:00:00,72.6
15,2025-02-01 03:00:00,95.38
16,2025-02-01 03:00:00,94.36
17,2025-02-01 03:00:00,86.44
18,2025-02-01 03:00:00,81.22
19,2025-02-01 03:00:00,94.91
20,2025-02-01 03:00:00,95.99
1,2025-02-01 03:15:00,88.65
2,2025-02-01 03:15:00,78.41
3,2025-02-01 03:15:00,92.33
4,2025-02-01 03:15:00,97.08
5,2025-02-01 03:15:00,82.59
6,2025-02-01 03:15:00,76.53
7,2025-02-01 03:15:00,70.8
8,2025-02-01 03:15:00,89.39
9,2025-02-01 03:15:00,77.05
10,2025-02-01 03:15:00,93.74
11,2025-02-01 03:15:00,94.24
12,2025-02-01 03:15:00,79.87
13,2025-02-01 03:15:00,98.62
14,2025-02-01 03:15:00,72.56
15,2025-02-01 03:15:00,95.35
16,2025-02-01 03:15:00,94.34
17,2025-02-01 03:15:00,86.35
18,2025-02-01 03:15:00,81.22
19,2025-02-01 03:15:00,94.92
20,2025-02-01 03:15:00,95.96
1,2025-02-01 03:30:00,88.74
2,2025-02-01 03:30:00,78.45
3,2025-02-01 03:30:00,92.39
4,2025-02-01 03:30:00,97.05
5,2025-02-01 03:30:00,82.51
6,2025-02-01 03:30:00,76.46
7,2025-02-01 03:30:00,70.87
8,2025-02-01 03:30:00,89.34
9,2025-02-01 03:30:00,77.03
10,2025-02-01 03:30:00,93.74
11,2025-02-01 03:30:00,94.28
12,2025-02-01 03:30:00,79.8
13,2025-02-01 03:30:00,98.71
14,2025-02-01 03:30:00,72.49
15,2025-02-01 03:30:00,95.37
16,2025-02-01 03:30:00,94.41
17,2025-02-01 03:30:00,86.33
18,2025-02-01 03:30:00,81.12
19,2025-02-01 03:30:00,94.87
20,2025-02-01 03:30:00,95.88
1,2025-02-01 03:45:00,88.77
2,2025-02-01 03:45:00,78.4
3,2025-02-01 03:45:00,92.46
4,2025-02-01 03:45:00,97.12
5,2025-02-01 03:45:00,82.6
6,2025-02-01 03:45:00,76.53
7,2025-02-01 03:45:00,70.8
8,2025-02-01 03:45:00,89.28
9,2025-02-01 03:45:00,77.09
10,2025-02-01 03:45:00,93.83
11,2025-02-01 03:45:00,94.29
12,2025-02-01 03:45:00,79.71
13,2025-02-01 03:45:00,98.73
14,2025-02-01 03:45:00,72.42
15,2025-02-01 03:45:00,95.43
16,2025-02-01 03:45:00,94.4
17,2025-02-01 03:45:00,86.34
18,2025-02-01 03:45:00,81.08
19,2025-02-01 03:45:00,94.84
20,2025-02-01 03:45:00,95.86
1,2025-02-01 04:00:00,88.79
2,2025-02-01 04:00:00,78.36
3,2025-02-01 04:00:00,92.49
4,2025-02-01 04:00:00,97.03
5,2025-02-01 04:00:00,82.53
6,2025-02-01 04:00:00,76.43
7,2025-02-01 04:00:00,70.87
8,2025-02-01 04:00:00,89.32
9,2025-02-01 04:00:00,77.08
10,2025-02-01 04:00:00,93.92
11,2025-02-01 04:00:00,94.3
12,2025-02-01 04:00:00,79.63
13,2025-02-01 04:00:00,98.75
14,2025-02-01 04:00:00,72.5
15,2025-02-01 04:00:00,95.34
16,2025-02-01 04:00:00,94.47
17,2025-02-01 04:00:00,86.29
18,2025-02-01 04:00:00,81.03
19,2025-02-01 04:00:00,94.86
20,2025-02-01 04:00:00,95.88
1,2025-02-01 04:15:00,88.72
2,2025-02-01 04:15:00,78.45
3,2025-02-01 04:15:00,92.45
4,2025-02-01 04:15:00,96.96
5,2025-02-01 04:15:00,82.57
6,2025-02-01 04:15:00,76.43
7,2025-02-01 04:15:00,70.97
8,2025-02-01 04:15:00,89.38
9,2025-02-01 04:15:00,77.11
10,2025-02-01 04:15:00,93.86
11,2025-02-01 04:15:00,94.27
12,2025-02-01 04:15:00,79.65
13,2025-02-01 04:15:00,98.69
14,2025-02-01 04:15:00,72.56
15,2025-02-01 04:15:00,95.41
16,2025-02-01 04:15:00,94.44
17,2025-02-01 04:15:00,86.23
18,2025-02-01 04:15:00,81.08
19,2025-02-01 04:15:00,94.83
20,2025-02-01 04:15:00,95.96
1,2025-02-01 04:30:00,88.77
2,2025-02-01 04:30:00,78.45
3,2025-02-01 04:30:00,92.48
4,2025-02-01 04:30:00,96.91
5,2025-02-01 04:30:00,82.56
6,2025-02-01 04:30:00,76.4
7,2025-02-01 04:30:00,71.01
8,2025-02-01 04:30:00,89.46
9,2025-02-01 04:30:00,77.21
10,2025-02-01 04:30:00,93.87
11,2025-02-01 04:30:00,94.35
12,2025-02-01 04:30:00,79.67
13,2025-02-01 04:30:00,98.74
14,2025-02-01 04:30:00,72.46
15,2025-02-01 04:30:00,95.5
16,2025-02-01 04:30:00,94.39
17,2025-02-01 04:30:00,86.16
18,2025-02-01 04:30:00,81.11
19,2025-02-01 04:30:00,94.87
20,2025-02-01 04:30:00,95.92
1,2025-02-01 04:45:00,88.7
2,2025-02-01 04:45:00,78.35
3,2025-02-01 04:45:00,92.45
4,2025-02-01 04:45:00,96.94
5,2025-02-01 04:45:00,82.61
6,2025-02-01 04:45:00,76.44
7,2025-02-01 04:45:00,71.03
8,2025-02-01 04:45:00,89.43
9,2025-02-01 04:45:00,77.17
10,2025-02-01 04:45:00,93.93
11,2025-02-01 04:45:00,94.38
12,2025-02-01 04:45:00,79.73
13,2025-02-01 04:45:00,98.83
14,2025-02-01 04:45:00,72.42
15,2025-02-01 04:45:00,95.46
16,2025-02-01 04:45:00,94.35
17,2025-02-01 04:45:00,86.1
18,2025-02-01 04:45:00,81.05
19,2025-02-01 04:45:00,94.94
20,2025-02-01 04:45:00,95.84
1,2025-02-01 05:00:00,88.68
2,2025-02-01 05:00:00,78.42
3,2025-02-01 05:00:00,92.37
4,2025-02-01 05:00:00,97.02
5,2025-02-01 05:00:00,82.63
6,2025-02-01 05:00:00,76.47
7,2025-02-01 05:00:00,71.03
8,2025-02-01 05:00:00,89.5
9,2025-02-01 05:00:00,77.09
10,2025-02-01 05:00:00,93.98
11,2025-02-01 05:00:00,94.32
12,2025-02-01 05:00:00,79.67
13,2025-02-01 05:00:00,98.82
14,2025-02-01 05:00:00,72.43
15,2025-02-01 05:00:00,95.5
16,2025-02-01 05:00:00,94.38
17,2025-02-01 05:00:00,86.1
18,2025-02-01 05:00:00,81.15
19,2025-02-01 05:00:00,94.96
20,2025-02-01 05:00:00,95.77
1,2025-02-01 05:15:00,88.78
2,2025-02-01 05:15:00,78.37
3,2025-02-01 05:15:00,92.29
4,2025-02-01 05:15:00,97.0
5,2025-02-01 05:15:00,82.68
6,2025-02-01 05:15:00,76.54
7,2025-02-01 05:15:00,71.09
8,2025-02-01 05:15:00,89.43
9,2025-02-01 05:15:00,77.08
10,2025-02-01 05:15:00,93.9
11,2025-02-01 05:15:00,94.36
12,2025-02-01 05:15:00,79.76
13,2025-02-01 05:15:00,98.84
14,2025-02-01 05:15:00,72.45
15,2025-02-01 05:15:00,95.53
16,2025-02-01 05:15:00,94.45
17,2025-02-01 05:15:00,86.18
18,2025-02-01 05:15:00,81.05
19,2025-02-01 05:15:00,95.03
20,2025-02-01 05:15:00,95.78
1,2025-02-01 05:30:00,88.81
2,2025-02-01 05:30:00,78.29
3,2025-02-01 05:30:00,92.29
4,2025-02-01 05:30:00,97.01
5,2025-02-01 05:30:00,82.78
6,2025-02-01 05:30:00,76.52
7,2025-02-01 05:30:00,71.07
8,2025-02-01 05:30:00,89.43
9,2025-02-01 05:30:00,77.03
10,2025-02-01 05:30:00,94.0
11,2025-02-01 05:30:00,94.37
12,2025-02-01 05:30:00,79.75
13,2025-02-01 05:30:00,98.92
14,2025-02-01 05:30:00,72.42
15,2025-02-01 05:30:00,95.62
16,2025-02-01 05:30:00,94.47
17,2025-02-01 05:30:00,86.16
18,2025-02-01 05:30:00,81.11
19,2025-02-01 05:30:00,94.93
20,2025-02-01 05:30:00,95.82
1,2025-02-01 05:45:00,88.82
2,2025-02-01 05:45:00,78.32
3,2025-02-01 05:45:00,92.32
4,2025-02-01 05:45:00,97.08
5,2025-02-01 05:45:00,82.82
6,2025-02-01 05:45:00,76.48
7,2025-02-01 05:45:00,70.99
8,2025-02-01 05:45:00,89.39
9,2025-02-01 05:45:00,77.05
10,2025-02-01 05:45:00,94.05
11,2025-02-01 05:45:00,94.28
12,2025-02-01 05:45:00,79.72
13,2025-02-01 05:45:00,98.92
14,2025-02-01 05:45:00,72.34
15,2025-02-01 05:45:00,95.6
16,2025-02-01 05:45:00,94.5
17,2025-02-01 05:45:00,86.13
18,2025-02-01 05:45:00,81.09
19,2025-02-01 05:45:00,95.0
20,2025-02-01 05:45:00,95.83
1,2025-02-01 06:00:00,87.7
2,2025-02-01 06:00:00,78.38
3,2025-02-01 06:00:00,92.32
4,2025-02-01 06:00:00,95.3
5,2025-02-01 06:00:00,82.84
6,2025-02-01 06:00:00,76.43
7,2025-02-01 06:00:00,69.32
8,2025-02-01 06:00:00,89.4
9,2025-02-01 06:00:00,77.06
10,2025-02-01 06:00:00,92.84
11,2025-02-01 06:00:00,94.21
12,2025-02-01 06:00:00,79.64
13,2025-02-01 06:00:00,97.12
14,2025-02-01 06:00:00,72.42
15,2025-02-01 06:00:00,95.66
16,2025-02-01 06:00:00,93.94
17,2025-02-01 06:00:00,86.08
18,2025-02-01 06:00:00,81.14
19,2025-02-01 06:00:00,93.87
20,2025-02-01 06:00:00,95.74
1,2025-02-01 06:15:00,86.39
2,2025-02-01 06:15:00,78.3
3,2025-02-01 06:15:00,92.22
4,2025-02-01 06:15:00,94.21
5,2025-02-01 06:15:00,82.9
6,2025-02-01 06:15:00,76.41
7,2025-02-01 06:15:00,67.82
8,2025-02-01 06:15:00,89.44
9,2025-02-01 06:15:00,77.14
10,2025-02-01 06:15:00,91.79
11,2025-02-01 06:15:00,94.15
12,2025-02-01 06:15:00,79.67
13,2025-02-01 06:15:00,96.46
14,2025-02-01 06:15:00,72.43
15,2025-02-01 06:15:00,95.67
16,2025-02-01 06:15:00,93.11
17,2025-02-01 06:15:00,86.17
18,2025-02-01 06:15:00,81.15
19,2025-02-01 06:15:00,92.42
20,2025-02-01 06:15:00,95.79
1,2025-02-01 06:30:00,85.16
2,2025-02-01 06:30:00,78.39
3,2025-02-01 06:30:00,92.23
4,2025-02-01 06:30:00,92.01
5,2025-02-01 06:30:00,82.82
6,2025-02-01 06:30:00,76.49
7,2025-02-01 06:30:00,67.33
8,2025-02-01 06:30:00,89.4
9,2025-02-01 06:30:00,77.08
10,2025-02-01 06:30:00,90.04
11,2025-02-01 06:30:00,94.15
12,2025-02-01 06:30:00,79.64
13,2025-02-01 06:30:00,95.01
14,2025-02-01 06:30:00,72.44
15,2025-02-01 06:30:00,95.59
16,2025-02-01 06:30:00,92.11
17,2025-02-01 06:30:00,86.08
18,2025-02-01 06:30:00,81.25
19,2025-02-01 06:30:00,90.71
20,2025-02-01 06:30:00,95.79
1,2025-02-01 06:45:00,84.59
2,2025-02-01 06:45:00,78.39
3,2025-02-01 06:45:00,92.24
4,2025-02-01 06:45:00,90.04
5,2025-02-01 06:45:00,82.81
6,2025-02-01 06:45:00,76.4
7,2025-02-01 06:45:00,66.61
8,2025-02-01 06:45:00,89.46
9,2025-02-01 06:45:00,77.07
10,2025-02-01 06:45:00,88.28
11,2025-02-01 06:45:00,94.13
12,2025-02-01 06:45:00,79.68
13,2025-02-01 06:45:00,94.12
14,2025-02-01 06:45:00,72.4
15,2025-02-01 06:45:00,95.6
16,2025-02-01 06:45:00,91.27
17,2025-02-01 06:45:00,86.13
18,2025-02-01 06:45:00,81.34
19,2025-02-01 06:45:00,88.91
20,2025-02-01 06:45:00,95.87
1,2025-02-01 07:00:00,84.25
2,2025-02-01 07:00:00,77.46
3,2025-02-01 07:00:00,92.19
4,2025-02-01 07:00:00,88.84
5,2025-02-01 07:00:00,80.52
6,2025-02-01 07:00:00,76.48
7,2025-02-01 07:00:00,65.64
8,2025-02-01 07:00:00,87.95
9,2025-02-01 07:00:00,76.98
10,2025-02-01 07:00:00,87.38
11,2025-02-01 07:00:00,93.05
12,2025-02-01 07:00:00,79.74
13,2025-02-01 07:00:00,92.3
14,2025-02-01 07:00:00,71.36
15,2025-02-01 07:00:00,95.63
16,2025-02-01 07:00:00,90.46
17,2025-02-01 07:00:00,84.34
18,2025-02-01 07:00:00,81.4
19,2025-02-01 07:00:00,87.49
20,2025-02-01 07:00:00,93.89
1,2025-02-01 07:15:00,83.57
2,2025-02-01 07:15:00,75.8
3,2025-02-01 07:15:00,92.24
4,2025-02-01 07:15:00,86.95
5,2025-02-01 07:15:00,78.24
6,2025-02-01 07:15:00,76.43
7,2025-02-01 07:15:00,64.36
8,2025-02-01 07:15:00,86.97
9,2025-02-01 07:15:00,76.91
10,2025-02-01 07:15:00,84.88
11,2025-02-01 07:15:00,92.46
12,2025-02-01 07:15:00,79.65
13,2025-02-01 07:15:00,90.38
14,2025-02-01 07:15:00,69.49
15,2025-02-01 07:15:00,95.55
16,2025-02-01 07:15:00,89.72
17,2025-02-01 07:15:00,83.25
18,2025-02-01 07:15:00,81.46
19,2025-02-01 07:15:00,86.02
20,2025-02-01 07:15:00,91.46
1,2025-02-01 07:30:00,82.95
2,2025-02-01 07:30:00,74.99
3,2025-02-01 07:30:00,92.3
4,2025-02-01 07:30:00,85.51
5,2025-02-01 07:30:00,76.9
6,2025-02-01 07:30:00,76.38
7,2025-02-01 07:30:00,63.67
8,2025-02-01 07:30:00,86.17
9,2025-02-01 07:30:00,76.92
10,2025-02-01 07:30:00,82.74
11,2025-02-01 07:30:00,91.79
12,2025-02-01 07:30:00,79.55
13,2025-02-01 07:30:00,89.45
14,2025-02-01 07:30:00,68.19
15,2025-02-01 07:30:00,95.59
16,2025-02-01 07:30:00,88.83
17,2025-02-01 07:30:00,82.64
18,2025-02-01 07:30:00,81.5
19,2025-02-01 07:30:00,83.74
20,2025-02-01 07:30:00,89.21
1,2025-02-01 07:45:00,82.4
2,2025-02-01 07:45:00,73.26
3,2025-02-01 07:45:00,92.24
4,2025-02-01 07:45:00,84.08
5,2025-02-01 07:45:00,75.47
6,2025-02-01 07:45:00,76.33
7,2025-02-01 07:45:00,62.44
8,2025-02-01 07:45:00,84.2
9,2025-02-01 07:45:00,77.0
10,2025-02-01 07:45:00,80.82
11,2025-02-01 07:45:00,90.39
12,2025-02-01 07:45:00,79.53
13,2025-02-01 07:45:00,87.75
14,2025-02-01 07:45:00,66.72
15,2025-02-01 07:45:00,95.64
16,2025-02-01 07:45:00,88.44
17,2025-02-01 07:45:00,82.07
18,2025-02-01 07:45:00,81.48
19,2025-02-01 07:45:00,81.39
20,2025-02-01 07:45:00,87.19
1,2025-02-01 08:00:00,80.34
2,2025-02-01 08:00:00,71.26
3,2025-02-01 08:00:00,90.49
4,2025-02-01 08:00:00,82.33
5,2025-02-01 08:00:00,72.65
6,2025-02-01 08:00:00,75.31
7,2025-02-01 08:00:00,60.62
8,2025-02-01 08:00:00,83.17
9,2025-02-01 08:00:00,75.72
10,2025-02-01 08:00:00,77.8
11,2025-02-01 08:00:00,89.3
12,2025-02-01 08:00:00,77.81
13,2025-02-01 08:00:00,84.97
14,2025-02-01 08:00:00,64.44
15,2025-02-01 08:00:00,93.11
16,2025-02-01 08:00:00,86.7
17,2025-02-01 08:00:00,81.1
18,2025-02-01 08:00:00,79.69
19,2025-02-01 08:00:00,79.07
20,2025-02-01 08:00:00,84.68
1,2025-02-01 08:15:00,79.44
2,2025-02-01 08:15:00,70.02
3,2025-02-01 08:15:00,88.88
4,2025-02-01 08:15:00,79.72
5,2025-02-01 08:15:00,70.84
6,2025-02-01 08:15:00,74.65
7,2025-02-01 08:15:00,58.67
8,2025-02-01 08:15:00,82.11
9,2025-02-01 08:15:00,73.93
10,2025-02-01 08:15:00,75.91
11,2025-02-01 08:15:00,88.45
12,2025-02-01 08:15:00,76.36
13,2025-02-01 08:15:00,82.27
14,2025-02-01 08:15:00,63.37
15,2025-02-01 08:15:00,91.09
16,2025-02-01 08:15:00,85.86
17,2025-02-01 08:15:00,80.31
18,2025-02-01 08:15:00,77.31
19,2025-02-01 08:15:00,76.29
20,2025-02-01 08:15:00,83.05
1,2025-02-01 08:30:00,78.31
2,2025-02-01 08:30:00,67.95
3,2025-02-01 08:30:00,88.11
4,2025-02-01 08:30:00,77.43
5,2025-02-01 08:30:00,67.7
6,2025-02-01 08:30:00,73.22
7,2025-02-01 08:30:00,57.52
8,2025-02-01 08:30:00,80.25
9,2025-02-01 08:30:00,72.2
10,2025-02-01 08:30:00,73.35
11,2025-02-01 08:30:00,87.29
12,2025-02-01 08:30:00,75.71
13,2025-02-01 08:30:00,80.5
14,2025-02-01 08:30:00,62.22
15,2025-02-01 08:30:00,87.66
16,2025-02-01 08:30:00,84.25
17,2025-02-01 08:30:00,79.48
18,2025-02-01 08:30:00,76.16
19,2025-02-01 08:30:00,73.76
20,2025-02-01 08:30:00,81.07
1,2025-02-01 08:45:00,77.35
2,2025-02-01 08:45:00,67.15
3,2025-02-01 08:45:00,85.37
4,2025-02-01 08:45:00,75.54
5,2025-02-01 08:45:00,65.98
6,2025-02-01 08:45:00,72.83
7,2025-02-01 08:45:00,55.7
8,2025-02-01 08:45:00,77.42
9,2025-02-01 08:45:00,68.88
10,2025-02-01 08:45:00,70.67
11,2025-02-01 08:45:00,86.95
12,2025-02-01 08:45:00,74.27
13,2025-02-01 08:45:00,79.67
14,2025-02-01 08:45:00,60.77
15,2025-02-01 08:45:00,85.67
16,2025-02-01 08:45:00,82.83
17,2025-02-01 08:45:00,77.32
18,2025-02-01 08:45:00,74.36
19,2025-02-01 08:45:00,72.84
20,2025-02-01 08:45:00,78.68
1,2025-02-01 09:00:00,76.59
2,2025-02-01 09:00:00,66.12
3,2025-02-01 09:00:00,84.14
4,2025-02-01 09:00:00,73.55
5,2025-02-01 09:00:00,64.7
6,2025-02-01 09:00:00,71.18
7,2025-02-01 09:00:00,54.59
8,2025-02-01 09:00:00,76.38
9,2025-02-01 09:00:00,65.98
10,2025-02-01 09:00:00,68.23
11,2025-02-01 09:00:00,85.08
12,2025-02-01 09:00:00,73.65
13,2025-02-01 09:00:00,78.76
14,2025-02-01 09:00:00,58.21
15,2025-02-01 09:00:00,83.26
